chapter_id,sentence_id,original,translation
53,22,春宮位に即せ給ひしかば、入道相國夫婦共に外祖父外祖母とて、准三后の宣旨を蒙り、年官年爵を賜はて、上日の者を召使ふ。,"When the Spring Prince ascended, the Cloistered Regent and his wife, as grandparents, received the Imperial decree appointing them Honorary Empresses, along with annual stipends and courtiers."
53,23,繪書き花つけたる侍共出入て、偏に院宮の如くにてぞ有ける。,"Ladies adorned in painted silk entered and exited, making the palace resemble a retired sovereign's residence."
53,24,出家入道の後も榮耀は盡せずとぞ見えし。,"Even after entering monastic life, his glory never diminished."
53,25,出家の人の准三后の宣旨を蒙る事は、法興院の大入道殿兼家公の御例也。,This precedent followed the example of Retired Emperor Kanei's Grand Cloistered Prince.
53,26,同き三月上旬に、上皇安藝國嚴島へ御幸成るべしと聞えけり。,"In early March, it was announced that the Retired Emperor would visit the sacred Itsukushima Shrine in Aki Province."
53,27,帝王位をすべらせ給ひて、諸,"Having secured imperial authority, He"
53,28,社の御幸の始には、八幡賀茂春日などへこそ成せ給ふに、安藝国までの御幸は如何と、人不審をなす。,"While imperial processions traditionally visited Iwashimizu Hachiman, Kamo, and Kasuga shrines, the journey to Aki was unprecedented, causing public confusion."
53,29,或人の申けるは、「白河院は熊野へ御幸、後白河は日吉の社へ御幸なる。既に知ぬ、叡慮に有と云事を。」御心中に深き御立願有り。,"Some explained: 'Retired Emperor Shirakawa visited Kumano, and Go-Shirakawa visited Yoshida Shrine. This must be a profound vow in His Majesty's heart.'"
53,30,其上此嚴島をば平家斜ならず、崇敬ひ給ふ間、上には平家に御同心、下には法皇の何となう鳥羽殿に押籠られて渡らせ給へとの御祈念の爲とぞ聞えし。,"Rumors claimed: 'Though the Heike are not particularly revered at Itsukushima, this journey seeks to reconcile with them from above while remaining imprisoned in Toba-dono's court below.'"
53,31,山門の大衆憤り申す。,The temple hierarchy erupted in anger.
53,32,「石清水、賀茂、春日へならずば、我山の山王へこそ御幸は成るべけれ。安藝国への御幸は何の習ぞや。其儀ならば神輿を振下し奉て、御幸を留め奉れ。」と僉議しければ、是に依て暫御延引有けり。,"'If not for the Grand Shrines of Hieidai, Kamo, and Kasuga, our own mountain deity should suffice! What meaning has this visit to Aki? If enforced, we shall lower the sacred palanquin and halt the procession!' This united protest delayed the journey."
53,33,入道相國やう／＼になだめたまへば、山門の大衆靜りぬ。,"After soothing negotiations by the Cloistered Regent, the temples calmed."
53,34,同十七日、嚴島御幸の御門出とて、入道相國の西八條の亭へ入せ給ふ。,"On the seventeenth day, as preparations for the Itsukushima journey began, the Cloistered Regent retired to his West Hachijo residence."
53,35,其日の暮方に、前右大將宗盛卿を召て、「明日御幸の次に、鳥羽殿へ參て、法皇の見參に入ばやと思召すはいかに。相國禪門にしらせずしては、惡かりなんや。」と仰ければ、宗盛卿涙をはら／＼と流いて、「何條事か候ふべき。」と申されければ、「さらば宗盛其樣をやがて今夜鳥羽殿へ申せかし。」とぞ仰ける。,"That evening, he summoned Former Major Captain Munemori: 'Tomorrow's procession must include a visit to Toba-dono. Without the Regent's knowledge, this would be disastrous.' Munemori wept: 'What course should we take?' 'Go tonight to Toba-dono,' ordered the Regent."
53,36,前右大將宗盛卿、急ぎ鳥羽殿へ參て、此由奏聞せられければ、法皇餘に思召す御事にて、夢やらんとぞ仰ける。,"Munemori hastened to Toba-dono. Upon presenting this, the Retired Emperor sighed, 'It seems a dream.'"
53,37,同十九日、大宮大納言隆季卿、未夜深う參て、御幸催されけり。,"On the nineteenth day, Grand Councilor Takafusa arrived late at night to expedite preparations."
53,38,此日比聞えさせ給ひつる嚴島の御幸、西八條より既に遂させ御座す。,"By this time, the procession from West Hachijo had already begun."
53,39,三月も半過ぬれど、霞に曇る有明の月は猶朦なり。,"Though March was half gone, the dawn moon through mist still shimmered faintly."
53,40,越地を指て歸る雁の雲居に音信行も、折節哀に聞召す。,"As geese headed north, their cries carried the season's sorrow."
53,41,未夜の中に鳥羽殿へ御幸なる。,"In the midnight hours, His Majesty departed for Toba-dono."
53,42,門前,At the palace gate
53,43,にて御車より下させ給ひ、門の中へ差入せ給ふに、人稀にして木暗く、物さびしげなる御栖、先哀にぞ思食す、春既に暮なんとす、夏木立にも成にけり。,"where the Emperor alighted from his carriage. Within, sparse shadows and neglected quarters evoked wistful melancholy—spring's end heralding summer's growth."
53,44,梢の花色衰へて、宮の鶯聲老たり。,"The cherry blossoms faded, the palace nightingales' songs grown weary."
53,45,去年の正月六日の日、朝勤の爲に、法住寺殿へ行幸有しには、楽屋に亂聲を奏し、諸卿列に立て、諸衞陣を引き、院司の公卿參り向て、幔門を開き、掃部寮筵道を布し、正かりし儀式一事もなし。,"Last year on January sixth, for morning court duties at Hoshodai-ji Palace: musicians played in disarray, officials stood unformed, guards assembled without order. The curtains opened haphazardly, the chamberlain's office laid no carpets—no proper protocol observed."
53,46,けふは唯夢とのみぞ思食す。,"Today, all seems but a dream."
53,47,重教中納言、御気色申たりければ、法皇寢殿の階隱の間へ御幸成て、待參させ給ひけり。,"Middle Counselor Masanori, having ascertained the Emperor's mood, entered the Retired Emperor's private quarters to await audience."
53,48,上皇は今年御歳二十、明方の月の光にはえさせ給ひて、玉體もいとど美しうぞ見させ御坐します。,"The Retired Emperor, now twenty years of age, sat radiant under the dawn moonlight, his countenance most noble."
53,49,御母儀建春門院に、痛く似參させ給たりければ、法皇は先故女院の御事思食し出て、御涙塞敢させ給はず。,"When his mother, the Kenshunmon-in Dowager Empress, entered tearfully, the Retired Emperor recalled their late predecessor's virtues, unable to hold back his tears."
53,50,兩院の御座、近くしつらはれたり。,The thrones of both sovereigns drew near.
53,51,御問答は人承るに及ばず。,"Their conversation, too sacred for mortal ears."
53,52,御前には尼前計ぞ候はれける。,Before the sovereigns stood attendants in white robes.
53,53,良久しう御物語せさせ給ふ。,A long while passed as stories were told.
53,54,遙に日闌けて後、御暇申させ給ひ、鳥羽の草津より御船に召されけり。,"At daybreak, permission was granted to depart. From the Kusatsu inlet of Toba, a royal barge awaited."
53,55,上皇は法皇の離宮の故亭、幽閑寂寞の御すまひ、御心苦く御覽じ置せ給へば、法皇は又上皇の旅泊の行宮、浪の上、船の中の御在樣、覺束なくぞおぼしめす。,"The Retired Emperor grieved over the Retired Empress's abandoned villa—its solitude piercing his heart. The Empress, in turn, pitied His Majesty's sea voyage, adrift on waves."
53,56,誠に宗廟、八幡、賀茂などを指置せ給て、遙々と安藝國迄の御幸をば、神明もなどか御納受無るべき。,"Truly, having secured the Ancestral Shrines, Hachiman, and Kamo, this distant voyage to Aki must be divinely ordained."
53,57,御願成就疑なしとぞ見えたりける。,The fulfillment of His Majesty's vow seemed beyond doubt.
54,0,同廿六日、嚴島へ御參著、入道相國の最愛の内侍が宿所、御所になる。,"On the same twenty-sixth day, [the emperor] proceeded to Itsukushima Shrine. The most beloved attendant of the Retired Emperor (Toba) made her quarters the imperial lodging there."
54,1,中二日御逗留有て、,He stayed for two days in the middle [of his journey].
54,2,經會舞樂行はれける。,A religious service and musical performance were held.
54,3,導師には、三井寺の公兼僧正とぞ聞えし。,"As the officiant, it was heard that Kōken, Chief Priest of Mii-dera, served."
54,4,高座に登り、鐘打鳴し、表白の詞にいはく、「九重の都を出て、八重の汐路を分以て參らせ給ふ御志の忝さ。」と、高らかに申されたりければ、君も臣も感涙を催されけり。,"Ascending the dais and striking the bell, he declared in a loud voice, “It is an honor for me to have been permitted to approach Your Majesty by parting the eightfold tides of the sea after leaving the nine-tiered capital.” Upon hearing this, both courtiers and subjects were moved to tears."
54,5,大宮、客人を始め參せて、社々所々へ皆御幸なる。,"The Great Shrine [Itsukushima] was visited by His Majesty, beginning with the guests, at every shrine and sacred site."
54,6,大宮より五町許、山を廻て、瀧の宮へ參せ給ふ。,"Traversing five townships around the mountains from the Great Shrine, [the emperor] proceeded to Taki Shrine."
54,7,公兼僧正一首の歌讀で拜殿の柱に書附られたり。,"A poem by Kōken, Chief Priest, was read aloud and inscribed on the pillars of the worship hall."
54,8,雲居よりおちくる瀧のしらいとに、ちぎりをむすぶ事ぞうれしき。,Delightful to tie one’s hair with the rain from the falls descending like mist from the Cloud Dwelling.
54,9,神主佐伯景廣加階、從上の五位、國司藤原有綱、品上あげられて加階、從下の四品、院の殿上許さる。,"The shrine priest Sakanoue no Kagehiro was promoted to Senior Fifth Rank, while the provincial governor Fujiwara no Yukitsuna received an elevation in status. The Fourth Rank of the Retired Emperor’s courtiers was approved."
54,10,座主尊永、法印になさる。,The temple head Son'e became a Dharma Master.
54,11,神慮も動き、太政入道の心もはたらきぬらんとぞ見えし。,"It seemed as though the gods were moved, and even the heart of the Retired Regent (Toba) stirred."
54,12,同廿九日上皇御船飾て還御なる。,"On the same twenty-ninth day, the retired emperor departed by elaborately adorned ship."
54,13,風烈かりければ、御船漕戻し、嚴島の内、ありの浦に留らせ給ふ。,"Due to fierce winds, the imperial ship was rowed back and moored within Itsukushima at Ari no Ura Bay."
54,14,上皇、「大明神の御名殘惜に、歌仕れ。」と仰ければ、隆房の少將、立かへる名残もありの浦なれば、神もめぐみをかくる白浪。,"The retired emperor said, “Commemorate the name of the Great Deity with a poem.” The Junior Captain Tadafuji [Ryūkei] recited: ‘At Nagarehama Bay, where even the white waves enshroud divine favor.’"
54,15,夜半許に浪も靜に風も靜まりければ、御船漕ぎ出し、其日は備後國敷名の泊に著せ給ふ。,"When the waves and winds calmed by midnight, the imperial ship set sail again and reached the anchorage of Shikami in Bitchū Province."
54,16,此所は去ぬる應保の比ほひ、一院御幸の時、國司藤原爲成が造たる御所の有けるを、入道相国御設にしつらはれたりしかども、上皇其へは上らせ給はず。,"This place, once visited by the Retired Emperor during the Kyūryaku era, had a palace built by Governor Fujiwara no Tametsune. Though it was prepared for His Majesty [now], he did not ascend there."
54,17,今日は卯月一日衣更と云ふ事のあるぞかしとて、各都の方をおもひやり遊び給ふに、岸に色深き藤の松に咲懸りたりけるを、上皇叡覽有て、隆季の大納言を召て、「あの花折に遣せ。」と仰ければ、左史生中原康定が橋船に乘て、御前を漕通りけるを召て折に遣す。,"As it was the first day of the fourth month, when the imperial wardrobe would be renewed, His Majesty sent messengers to all quarters. Noting a vibrant wisteria and pine tree blooming by the shore, he summoned the Major Counselor Takanori [Ryūki]: ‘Send someone to pluck that flower.’ The Left Chronicler Nakayama Yasutada was dispatched in a bridge boat to fetch it."
54,18,藤の花を手折り、松の枝に附ながら、持て參りたり。,"He plucked the wisteria with his own hands, tied it to a pine branch, and presented it."
54,19,心ばせありなど仰られて、御感有けり。,"Upon being told, “The heart yearns for this,” the emperor was moved."
54,20,「此花にて歌あるべし。」と仰ければ、隆季の大納言、千年へん君がよはひに藤なみの、松の枝にもかゝりぬる哉。,"A poem must be made of this flower, recited like wisteria blooming anew, may the pine branch also revive.’"
54,21,其後御前に人々餘た候はせ給ひて、御戯れことの在りしに、上皇「白き衣著たる内侍が國綱卿に心を懸たるな。」とて、笑はせおはしましければ、大納言大に爭がひ申さるゝ所に、文持たる便女が參て、「五條の大納言殿へ。」とて指上たり。,"Later, when the courtiers remained for entertainment, the emperor quipped, “The white-robed attendant should take a liking to Lord Kuninori.” The Major Counselor laughed heartily. A servant girl then approached holding a letter: ‘To the Fifth Dainagon’s residence.’"
54,22,さればこそとて滿座興ある事に申しあはれけり。,"This incident became the highlight of the gathering, recounted with great amusement."
54,23,大納言是を取て見給へば、白浪の衣の袖をしぼりつゝ、君故にこそたちもまはれね。,"The Major Counselor, upon taking the letter and seeing its white-sleeved bearer, lamented: “Had I only known it was you, my lord!”"
54,24,上皇「優しうこそ思食せ。此返事はあるべきぞ。」とて、やがて御硯をくださせ給ふ。,"The emperor said kindly, “You must have been longing for this. A response is expected.” He then summoned his writing desk."
54,25,大納言返事には、おもひやれ君がおもかげ立つ浪の、よせくる度に濕るゝ袂を。,"The Major Counselor replied: ‘May my sleeve, dampened by waves that rise whenever I recall your grace, reach you.’"
54,26,其より備前國小島の泊に著せ給ふ。,"From there, they proceeded to the anchorage of Oshima in Bizen Province."
54,27,五日の日天晴風しづかに、海上も長閑かりければ、御所の御船を始參せて、人々の船共皆出しつつ、雲の波煙の浪を分過させ給ひて、其日の酉刻に播磨國山田の浦に著せ給ふ。,"On the fifth day, under clear skies and calm winds, all ships set sail. The imperial vessel led the way, cleaving through waves like clouds of smoke, reaching Yamada Bay in Harima Province by dusk."
54,28,其より御輿に召て、福原へ入せ坐ます。,"From there, they traveled by palanquin to Fukuhara (Kamakura)."
54,29,六日は供奉の人々、今一日も都へ疾と急がれけれども、新院御逗留有て、福原の所々歴覽有けり。,"On the sixth day, though courtiers urgently desired to return to Kyoto, the emperor lingered at his new palace, touring Fukuhara’s sites."
54,30,池中納言頼盛卿の山庄、荒田まで御覽ぜらる。,Even the villa of Naidaijin Yorimori Taira in Arata was visited.
54,31,七日、福原を出させ給に、隆季の大納言勅定を承はて、入道相國の家の賞行はる。,"On the seventh day, after departing Fukuhara, the Major Counselor Ryūki conveyed an imperial order to bestow honors on the Retired Regent’s household."
54,32,入道の養子、丹波守清國、正下五位、同入道の孫、越前少將資盛、四位の從上とぞ聞えし。,"Tadayoshi Kiyomori (adopted son, promoted to Junior Fifth Rank) and Michimasa Kiyomori (grandson, elevated to Senior Fourth Rank) received honors."
54,33,其日寺井に著せ給ふ。,"That day, they reached Terao [a port]."
54,34,八日都へいらせ給ふに、御迎の公卿殿上人、鳥羽の草津へぞ參られける。,"On the eighth day, upon returning to Kyoto, courtiers and retainers gathered at Kusatsu in Toba’s residence."
54,35,還御の時は、鳥羽殿へは御幸もならず、入道相國の西八條の亭へいらせ給ふ。,The emperor did not visit Toba’s palace but instead stayed at the Retired Regent’s West Hachijō Pavilion.
54,36,同四月二十二日新帝の御即位あり。,"On the same April twenty-second day, the new emperor was enthroned."
54,37,大極殿にてあるべかりしかども、一年炎上の後は、未造りも出されず。,"The ceremony was to be held at the Daigokuden (Grand Council Hall), but it had not been rebuilt after being burned down a year prior."
54,38,太政官の廳にて、行はるべしと、定められたりけるを、其時の九條殿申させ給ひけるは、「太政官の廳は、凡人の家にとらば公文所體の所也。大極殿無らん上は、紫宸殿にてこそ、御即位は有るべけれ。」と申させ給ひければ、紫宸殿にてぞ、御即位は有ける。,"Though it was decided to hold the ceremony at the Tōdai-kan (Ministry of State), Ninth Prince’s courtiers argued, “The Ministry resembles a commoner’s house. Without the Daigokuden, the enthronement must be at Seiryō-den.” Thus, the ceremony occurred there."
54,39,「去じ康保四年十一月一日、冷泉院の御即位、紫宸殿にて有しは、主上御邪気に依て、大極殿へ行幸かなはざりし故也。其例如何あるべからん。只後三條院の延久の佳例に任せ、太政官の廳にて行はるべき物を。」と人々申合はれけれども、九條殿の御計の上は、左右に及ばず。,"“Formerly, in 967, the Retired Emperor’s enthronement at Seiryō-den was due to unfavorable omens preventing Daigokuden use. Following precedent—such as Sanjō-in’s Enkyū era example—the ceremony should proceed at Tōdai-kan,” others argued. Yet Ninth Prince’s stance prevailed."
54,40,中宮は弘徽殿より仁壽殿へ遷らせ給ひて、高御座へ參せ給ひける御有樣、目出度かりけり。,"The Empress Dowager moved from the Hongō-den to the Jinsu-den, and the grand audience was splendid."
54,41,平家の人々皆出仕せられける中に、小松殿の公達は、去年大臣失せ給ひし間、色にて籠居せられたり。,"While Taira retainers served, the lords of Komatsu Palace had retreated to seclusion due to their father’s demotion last year."
55,0,藏人左衞門權佐定長、今度の御即位に違亂なく目出たき様を、厚紙十枚計にこま＼と記い,"The chamberlain Left卫门's Assistant Sadanaga, intending to ensure the smooth succession of the Imperial Regency, had written with meticulous care upon ten sheets of heavy paper."
55,1,て、入道相國の北方、八條の二位殿へ参らせたりければ笑を含んでぞ悦ばれける。,"And when this was done and the Retired Lord Chancellor's northern quarters in Hachijō no Nii's mansion were visited, they received his approval with smiles on their faces."
55,2,か様に花やかに目出たきこと共在しか共、世間は猶靜かならず。,"Though such splendid and auspicious events were unfolding, the world remained restless still."
55,3,其比一院第二の皇子、以仁の王と申しは、御母加賀大納言季成卿の御娘也。,"That same Second Prince of the Cloistered Court, known as Prince Yorihito, was the child of His Majesty's mother, the daughter of Kaga no Dainagon Toshiyasu."
55,4,三條高倉にましませば、高倉宮とぞ申ける。,"When he was conveyed to the Sanjō residence of Takakura, he came to be called the Prince of Takakura."
55,5,去じ永萬元年十二月十六日、御年十五にて、忍つゝ、近衞河原の大宮御所にて、御元服有けり。,"In the past, during the first year of Eiman (December 16th) when His Majesty was fifteen years old, he secretly held his genpuku (coming-of-age ceremony) at the Great Palace on the banks of the Kuhonbashi River."
55,6,御手跡美しう遊し、御才學勝てましましければ、位にも即せ給ふべきに、故建春門院の御猜にて、押籠められさせ給つゝ、花の下の春の遊には、紫毫を揮て手から御作を書き、月の前の秋の宴には、玉笛を吹て自ら雅音を操給ふ、かくして明し暮し給ふ程に、治承四年には、御歳三十にぞ成せましましける。,"His Imperial Handwriting was admired for its elegance, and his talents and learning were deemed superior, which should have entitled him to immediate investiture. However, due to the envious machinations of the Dowager Empress Kenshūmon-in, he was confined... By the fourth year of Jishō (1170), when he had reached thirty years of age..."
55,7,其比近衞河原に候る源三位入道頼政、或夜竊に此宮の御所に参て、申されける事こそ怖けれ。,"Meanwhile, the Third Minister Minamoto no Yorimasa, who resided in Kuhonbashi, stealthily entered this prince's mansion on a certain night to report, 'This matter is most disturbing!'"
55,8,「君は天照大神四十八世の御末神武天皇より七十八代に当せ給ふ。太子にも立ち、位にも即せ給ふべきに、三十迄宮にて渡せ給ふ御事をば、心憂しとは思召さずや...,"You are the seventy-eighth descendant of the Sun Goddess Amaterasu's forty-eighth generation, Emperor Jimmu... Let us incite rebellion to overthrow them, liberate the Retired Emperor from his perpetual confinement in the Toba Palace, and thus ease His anxiety. You must ascend the throne; this is the ultimate act of filial piety."
55,9,「先京都には、出羽前司光信が子共、伊賀守光基、出羽判官光長...,"In Kyoto are the sons of Dewa Zensuke Mitsunobu: Iga-no-Kami Mitsuoki, Dewa no Kani Mitsunaga... In Kumano resides Taro Yoshimori, youngest son of the late Sixth Councilor of State Yoshitomo."
55,10,攝津國には多田藏人行綱こそ候へども、新大納言成親卿の謀反の時...,"In Settsu lies Tada no Kurōdo Yukitsuna; however, during the conspiracy of the New Minister Narihira... his actions were deemed inappropriate."
55,11,さりながら、其弟多田次郎朝実...,"Meanwhile, his younger brother Tada no Jirō Tomomitsu..."
55,12,朝敵をも平げ、宿望を遂げし事は、源平何れ勝劣無りしかども...,"Though in days past both Minamoto and Taira were equals, now a chasm separates them like clouds and mud. Even in matters of hierarchy, the proper order is disregarded."
55,13,國には國司に従ひ、庄には領所に召使はれ...,"In every province, daimyōs serve under Taira-appointed governors; in manors, stewards exploit the people. Burdened with endless official duties and miscellaneous tasks, there is no respite for anyone."
55,14,如何計か心憂く候らん。,How shall we resolve these concerns?
55,15,君若思召立せ給て、令旨を賜づる者ならば...,"Should Your Majesty command that an imperial edict be issued summoning us, we would hasten to your side day and night... without hesitation."
55,16,入道も年こそ寄て候へども、子供引具して参候べし。,"Though the Priest Yorimasa may be elderly, he shall bring his followers and join you."
55,17,」とぞ申たる。,And thus they spoke.
55,18,...,[Continuation of context from preceding sentences]
55,19,阿古丸大納言宗通卿の孫、備後前司季通が子、少納言維長と申しは...,"The grandson of Prince Ako, the Great Minister Munetomo, is Settsu Zensuke Mitsutō's son... Michitaka the Shōnagon, the Man of the Hour."
55,20,勝たる相人なりければ、時の人相少納言とぞ申ける。,"If this man proves competent, he shall be known as Michitaka the Shōnagon, the Man of the Hour."
55,21,其人が此宮を見參らせて、...天照大神の御告やらん。」とて。,When this individual was summoned to the prince's residence and advised... 'This is indeed the decree of Amaterasu!'
55,22,ひしひしと思召立せ給ひけり。,Thus they resolved with solemn determination.
55,23,熊野に候十郎義盛を召て、藏人になさる。,"Thereupon, Taro Yoshimori of Kumano was summoned and appointed Chamberlain."
55,24,行家と改名して、令旨の御使に東國へぞ下されける。,He changed his name to Yukihira and was dispatched as the Imperial Envoy to the Eastern Provinces bearing the edict.
55,25,同四月二十八日都を立て近江國より始めて美濃、尾張の源氏共に次第に觸て行程に...,"On the twenty-eighth day of the fourth month... By the tenth day of the fifth month, they reached North Izu to present the edict to the exiled Former Lieutenant General."
55,26,信太三郎先生義教は、兄なれば取せんとて...,"Shimotsuke no Jirō Yoshimichi, desiring to avenge his elder brother..."
55,27,木曽冠者義仲は、甥なればたばんとて...,"Kiso no Kami Yoshinaka, determined to rescue his nephew..."
55,28,其比の熊野別当湛増は、平家に志し深かりけん...,"Meanwhile, Kumano's Chief Priest Tanemitsu... discovered this plot—how Prince Takakura's envoy Taro Yoshimori had been dispatched..."
55,29,那智新宮の者共は、定て源氏の方人をぞせんずらん。,The attendants of Nachi's New Shrine were resolved to oppose the Minamoto.
55,30,湛増は平家の御恩を、天山と蒙りたれば...,Although Tanemitsu owed his position and honors to the Taira's patronage under the Hieizan sect...
55,31,那智新宮の者共に矢一つ射懸て...,The attendants of Nachi New Shrine shot an arrow as a signal and mobilized a thousand armored warriors...
55,32,新宮には鳥井法眼、高坊法眼、侍には...,Under the leadership of Hōgen Tsuboi and Kōbō Hōgen... their forces numbered over two thousand.
55,33,閧作り矢合して...,"For three days straight, they engaged in relentless archery battles—Minamoto shooting at Minamoto..."
55,34,熊野別当湛増、家の子郎等多くうたせ...,Chief Priest Tanemitsu of Kumano lost numerous followers... barely escaped to the Main Shrine with grievous wounds.
55,35,りけれ。,Arrived there.
56,0,さる程に法皇は、「遠き国へも流され遙の島へも移んずるにや。」と仰せけれども、城南の離宮にして、今年は二年に成せ給ふ。,"Indeed, the Retired Emperor said, 'Shall I be exiled to distant provinces and remote islands?' yet he remained in his detached palace south of the capital, where now it has been two years."
56,1,同五月十二日午刻許、御所中には鼬夥う走騒ぐ。,"On the twelfth day of the fifth month at noon, throughout the imperial residence, raccoon dogs swarmed and caused a great commotion."
56,2,法皇大に驚き思食し御占形を遊いて、近江守仲兼、其比は未鶴藏人と召されけるを召て、「此占形持て泰親が許へ行き、屹と勘させて、勘状を取て參れ。」とぞ仰ける。,"The Retired Emperor was greatly alarmed, pondered deeply, and played with the divination figures. Summoning Ōmi no Kō Naka-ken (also known as Mitori Zuryō), he said, 'Take these divination figures to Yasutada Abutsu and have him carefully examine them, then obtain a written report and return.'"
56,3,仲兼是を賜はて、陰陽頭安倍泰親が許へ行く、折節宿所には無りけり。,"Naka-ken, having received this order, went to the residence of Yasutada Abutsu, the Head of the Bureau of Divination, but there was no lodging prepared at that time."
56,4,白川なる所へと言れば、其へ尋ゆき、泰親に逢うて、勅定の趣仰すれば、軈て勘状を參せけり。,"When told to go to a place called Shirakawa, he sought it out and met Yasutada. Upon explaining the imperial command's intent, Yasutada promptly prepared the written report."
56,5,仲兼、鳥羽殿に歸り參て門より參らうとすれば、守護の武士共許さず。,"When Naka-ken returned to Toba Palace and tried to enter through the gate, the guard warriors would not allow it."
56,6,案内は知たり、築地を越え大床の下を這て、切板より泰親が勘状をこそ參せたれ。,"The guide, knowing this, led him over the moat, beneath the raised floorboards, and through a trapdoor where he retrieved Yasutada's report."
56,7,法皇是をあけて御覽ずれば、「今三日がうちの御悦竝に御歎。」とぞ申たる。,"After the Retired Emperor opened and read it, he said, 'For three days now I have been both delighted and grieved.'"
56,8,法皇「御悦は然るべし。是程の御身に成て又いかなる御歎のあらんずるやらん。」とぞ仰ける。,"The Retired Emperor replied, 'Your delight is justified. How could there be any further grief for one in such a state?'"
56,9,さる程に前右大將宗盛卿、法皇の御事をたりふし申されければ、入道相国漸思直て、同十三日鳥羽殿を出奉り、八條烏丸美福門院の御所へ御幸なし奉る。,"When Former Right Major Counselor Munemori Minamoto (Lord of the Heike) discreetly reported this to the Retired Emperor, the Monk-Director Kujō Yoshitaka promptly left Toba Palace on the thirteenth day and paid a visit to the residence of Lady Bifukumon'in at Uji-Imadegawa."
56,10,今三日が中の御悦とは泰親是をぞ申ける。,This 'delight for three days' refers specifically to Yasutada's report.
56,11,かゝりける所に、熊野別当湛増、飛脚を以て、高倉宮の御謀反の由都へ申したりければ、前右,"Meanwhile, when the Director of Kumano Shrines, Zenjō, sent a runner to the capital with news of Takakura Palace's alleged rebellion, Former Right"
56,12,大將宗盛卿大に騒で、入道相国折節福原に坐けりければ、此由申されたりければ、聞きもあへず、やがて都へ馳のぼり、「是非に及べからず。高倉宮搦取て、土佐の畑へ流せ。」とこそ宣けれ。,"Major Counselor Munemori was greatly alarmed. While the Monk-Director had been residing in Fukuhara at that time, upon hearing this news he immediately rushed to the capital and declared, 'There is no time for debate—seize Takakura Palace and exile him to Tosa's fields!'"
56,13,上卿は三條大納言實房、職事は頭辨光雅とぞ聞えし。,"The senior commissioner was Sanjō Dainagon Sanefusa, while the administrative officer responsible was Head of the Bureau of Retainers Mitsuakira."
56,14,源大夫判官兼綱、出羽判官光長承て、宮の御所へぞ向ひける。,Sōtaifu (Major Counselor) Kanetsugu and Dewa Province Judicial Officer Mitsunaga set out for the palace.
56,15,此源大夫判官と申は、三位入道の次男なり。,This Sōtaifu (Major Counselor) Kanetsugu was the second son of the Third Rank Monk-Director.
56,16,然るを此人數に入られける事は、高倉宮の御謀反を、三位入道勸め申したりと、平家未知ざりけるに依て也。,"However, his inclusion in this group stemmed from the Monk-Director having urged the Heike to support Takakura Palace's rebellion—a fact unknown to them."
57,0,宮は五月十五夜の雲間の月を詠させ給ひ、何の行方も思召よらざりけるに、源三位入道の使者とて、文持て忙しげに出來り、宮の御乳母子、六條のすけの大夫宗信、是を取て、御前へ參り開いて見に、「君の御謀反已に顯れさせ給ひて、土佐の畑へ流し參すべしとて、官人共御迎に參り候。急ぎ御所を出させ給て、三井寺へいらせ坐せ。入道もやがて參り候べし。」とぞ申ける。,"The imperial prince, having recited the moon between clouds on the fifteenth night of May with no resolve to his fate, was urgently summoned by the envoy of the Third Rank Minister, the Priest. The prince's nursing mother, Muneshin, Lord宗信 of Rokujō, upon receiving this, appeared before His Majesty and reported: 'Since Your Highness's rebellion has been exposed, you must be exiled to Tosa no Hata. Court officials are arriving to escort you. Leave the palace immediately and go to Mii-dera. The Priest will soon follow.'"
57,1,「こは如何せん。」と噪がせおはします処に、宮の侍長兵衞尉信連と云ふ者有り。,"Amidst the clamor of 'What is this?' a figure named Shinren, Chamberlain of Palace Guards, appeared."
57,2,「唯別の樣候まじ。女房裝束にて出させ給へ。」と申すれば、「然るべし。」とて、御髮を亂し、重ねたる御衣に、市女笠をぞ召れける。,"Shinren suggested, 'This must be done differently. Dress her in court lady attire.' Upon approval, the prince's hair was disheveled, layered garments worn, and an amauta hat placed upon his head."
57,3,六條のすけの大夫宗信、唐笠持て御供仕る。,Lord Muneshin of Rokujō accompanied him with a Chinese-style hat in hand.
57,4,鶴丸と云ふ童、袋に物入て戴いたり、譬へば青侍の女を迎へて行樣に出立せ給ひて、高倉を北へ落させ給ふに、大なる溝の有けるを、いと物輕う越させ給へば、路行人立留まて、「はしたなの女房の溝の越樣や。」とて、怪げに見參せければ、いとゞ足早に過させ給ふ。,"The page 鶴丸 carried a bag, as if escorting a blue-robed attendant. When crossing the northern section of the collapsed 高倉 moat—despite its daunting size—he traversed it lightly. Onlookers halted in awe: 'How strange this lady crosses the trench!' But he swiftly passed through."
57,5,長兵衞尉信連は御所の留守にぞ置れたる。,Chamberlain Shinren was left to guard the palace.
57,6,女房達の少々坐けるを彼此へ立忍せて、見苦き物有ば、取認めむとて見程に、宮のさしも御秘藏有ける小枝と聞えし御笛を、只今しも常の御所の御枕に取忘れさせ給ひたりけるぞ、立歸ても取まほしう思召す。,"While the court ladies briefly took their seats, Shinren noticed an imperial flute—a cherished possession of the prince—left forgotten on the pillow at the usual residence. He longed to retrieve it."
