,chapter_id,original,translation
978,26,かるが故に硫黄が島とも名附たり。,"Because of this, it is called the Island of Sulfur."
979,26,黄と云ふ物充滿てり。,It is filled with yellow things.
980,26,硫,Sulfur.
981,26,鎭に火燃ゆ。,Fire burns in the mountain.
982,26,島のなかには高き山有り。,There is a high mountain in the middle of the island.
983,26,賤が山田をかへさねば、米穀の類もなく、薗の桑をとらざれば、絹帛の類も無りけり。,"Unless they turn back to the fields, they have no rice, and unless they gather mulberry leaves, they have no silk."
984,26,或時北方信俊を召て、「まことや是には備前の兒島にと聞えしが、此程聞ば有木の別所とかやに御座なり。如何にもして今一度はかなき筆の跡をも奉り、御音信をも聞ばや。」とこそ宣ひけれ。,"At one time, the Northern Palace summoned Urabe no Jūemon Shigetaka and said, ""I have heard that this place is the same as the child island of Bizen, but now I have heard that it is called the separate place of Yamato. If you could, please bring me a letter and let me hear from you once more."""
985,26,され共其中に、源左衞門尉信俊と云ふ侍一人、情殊に深かりければ、常に訪奉る。,"Yet among them, one attendant named Urabe no Jūemon Shigetaka was especially devoted, and he often visited."
986,26,女房侍多かりけれども、或は世を恐れ、或は人目をつゝむ程に、問訪ふ者一人もなし。,"Though there were many attendants, some feared the world, and others avoided the eyes of others, so there was not a single visitor."
987,26,さらぬだに、住馴ぬ處は物うきに、いとゞしのばれければ、過行く月日も明し兼ね暮し煩ふ樣なりけり。,"Since the place was familiar and peaceful, the passing days and nights were neither bright nor dark, but filled with worry."
988,26,大納言の北方は、都の北山雲林院の邊にしのびてぞ御座ける。,The Northern Palace of the Minister of the Left was located near the Yunrin-in Temple in the northern hills of the capital.
989,26,榮花の袂を引かへて、浮世を餘所の墨染の袖にぞ窶れ給ふ。,"He pulled the sleeve of blooming flowers and, like a drifting shadow, was reduced to the world of ink-stained sleeves."
990,26,少き人々も、聲々に泣き悲み給けり。,"Thus, the Minister of the Left, now a monk, finally passed away on the 19th day of the eighth month at the village of Yorose in the territory between Bizen and Bingo Provinces, known as the central mountain of Kibi."
991,26,さる程に新大納言は少しくつろぐ事もやと思はれけるに、子息丹波少將成經も、はや鬼界が島へ流され給ぬときいて、今はさのみつれなく何事をか期すべきとて、出家の志の候よし、便に付て小松殿へ申されければ、此由法皇に窺ひ申て、御免ありけり。,"Thus, the new Minister of the Left thought that he might be able to rest for a while, but when his son, the Young General Shigenari, heard that he had been exiled to the Island of Demons, he thought, ""Now that I am not with him, what should I do? I shall take the path of renunciation."" He then went to the Small Pine Palace and made his request, and the Emperor granted him permission."
992,26,に案内を云ければ、志の程を感じて、やがて見參に入たりけり。,"The Minister of the Left, now a monk, was sitting in deep sorrow, thinking only of the capital, when someone said, ""A messenger from Kyoto has arrived, it is Urabe no Jūemon Shigetaka."" He said, ""Is this a dream?"" and could not believe it, then rose and said, ""Come here."" When Urabe no Jūemon Shigetaka arrived and saw the monk, his heart was filled with sorrow, and he looked at the ink-stained sleeves, and his eyes and heart were lost in grief."
993,26,先預の武士難波次郎經遠,"When the warrior Naniwa no Jirō Masahiro offered to guide him, moved by his determination, he soon went to visit."
994,26,信俊此を賜はて、遙々と備前國有木の別所へ尋下る。,"Urabe no Jūemon Shigetaka, upon receiving the letter, went far to the separate place of Yamato in Bizen Province."
995,26,少人々も面々に御文有り。,A few people also had letters.
996,26,北方斜ならず悦で、やがて書てぞたうだりける。,The Northern Palace was pleased and soon wrote a letter.
997,26,其最期の有樣やう／＼に聞えけり。,"Poison was added to the wine, but it did not take effect."
998,26,叶はざりければ、岸の二丈許有ける下にひしを植て、上より突落し奉れば、ひしに貫かて失給ぬ。,It was a cruel and pitiful death.
999,26,今は何にかはせんとて、菩提院と云寺に御座し、樣を變へ、かたの如くの佛事を營み後世をぞ弔らひ給ひける。,This Northern Palace was the daughter of Yamashiro no Sukemori.
1000,26,さる程に大納言入道殿をば同八月十九日、備前備中兩國の境、庭瀬の郷、吉備の中山といふ處にて終に失ひ奉る。,His final moments were heard to be tragic.
1001,26,無下にうたてき事共也本少うぞ覺えける。,"The Northern Palace, hearing that he was no longer in this world, longed to see his form once more, and thus changed his appearance until now."
1002,26,酒に毒を入てすゝめたりけれども,"They planted a tree two zhang below the shore and pushed him down from above, and he was pierced through by the tree and died."
1003,27,出家せん。,I shall become a monk.
1004,27,されば終の事なり。,"Thus, it is the natural conclusion."
1005,27,七日參籠せられけるに、夜晝著副奉りもてなす事限りなし。,"During the seven days of seclusion, they served him with food and drink without end, day and night."
1006,27,何事の御祈誓、御參籠さぶらふやらん。,"""Because I was surpassed by another in the rank of general."""
1007,27,爰に徳大寺の大納言實定卿は、平家の次男宗盛卿に大將を越られて、暫籠居し給へり。,"At that time, the Great Minister of the Daidairi, Sadatane, was temporarily staying in seclusion after having been surpassed by the second son of the Heike, Munemasa, in the rank of general."
1008,27,諸事に心得たる人にて、或月の夜、實定卿南面の御格子上させ、只獨月に嘯て御座ける處に、慰さめまゐらせんとや思ひけん、藤藏人參りたり。,"Being a man well-versed in various matters, on a certain moonlit night, he had Sadatane seated facing south on the lattice of the hall, and thinking that he might be able to comfort him by having him gaze at the moon alone, Shigekane came to visit."
1009,27,其中に藤藏人重兼と云ふ諸大夫あり。,"Among them was a certain official named Shigekane, the Shōjō of Fujiwara."
1010,27,出家せんと宣へば、諸大夫侍共、いかがせんと歎合り。,"When he announced his intention to become a monk, the various officials and attendants all lamented and expressed their doubts about what to do."
1011,27,「誰そ。」「重兼候。」「如何になに事ぞ。」と宣へば、「今夜は特に月さえて萬心のすみ候まゝに、參て候。」とぞ申ける。,"""Who is that?"" ""It is Shigekane."" ""What is it you want?"" When he said this, Shigekane replied, ""Tonight, I have come especially because the moon is so beautiful, and I have come to comfort you in your loneliness."""
1012,27,其後何と無い事共申て慰め奉る。,He then said various things to comfort him.
1013,27,御まゐりこそ珍しう候へ。,"""What vow did you make to come here?"""
1014,27,あはれ目出度かりける策かな。,"The new Great Minister, had he acted in such a wise manner, would not have suffered from an unjust rebellion, and neither would he have perished, nor would his children and descendants have been subjected to such sorrowful circumstances."
1015,27,大納言宣けるは、「倩此世の中の有樣を見るに、平家の世は彌盛なり。,"The Great Minister declared, ""When I look upon the state of this world, the Heike's time is coming to its height."""
1016,27,やがて三男知盛、嫡孫維盛もあるぞかし。,"Soon after, the third son, Shigemasa, and the legitimate grandson, Norimasa, would also come."
1017,27,次男、左右の大將にてあり。,"The second son, the left and right generals."
1018,27,入道相國の嫡子、,The legitimate son of the retired Emperor.
1019,27,彼も是も次第にならば、他家の人々、大將をいつ當附べしともおぼえず。,"If they all proceed in this order, other families would not know when they would be appointed as generals."
1020,27,七日七夜の間に舞樂も三度までありけり。,"During the seven days and nights, there were three performances of music and dance."
1021,27,入道相國急ぎ出合給ひて、「如何に内侍共は何事の列參ぞ。」「徳大寺殿の御參候うて七日こもらせ給ひて御上り候を一日路送り參せて候へば、さりとては餘りに、名殘の惜きに、今一日路二日路と仰られて、是まで召具せられて候ふ。」「徳大寺は何事の祈誓に、嚴島までは參られたりけるやらん。」との給へば、「大將の御祈の爲とこそ仰られ候ひしか。」其時入道打うなづいて、「あないとほし、王城にさしも尊き靈佛靈社の幾も御座を指置て、我が崇め奉る御神へ參て祈申されけるこそありがたけれ。是程志切ならむ上は。」とて、嫡子小松殿内大臣の左大將にてましましけるを辭せさせ奉り、次男宗盛大納言の右大將にて御座けるを超させて、徳大寺を左大將にぞ成されける。,What a remarkable and auspicious plan this was!
1022,27,内侍共これまで上る程では、我等が主の太政入道殿へいかで參らであるべきとて、西八條へぞ參じたる。,"The retired Emperor hurried to meet them and said, ""How did the attendants come to be here?"" ""Because the Lord of Daidairi had them stay for seven days and then sent them on a journey for one day's travel. Because of the lingering sorrow, they were told to go for one day's journey, then two days' journey, and so on until they reached the capital."" ""What vow did the Lord of Daidairi make to go to Ise?"" When he asked this, they replied, ""Because of the general's vow."" At that time, the retired Emperor nodded and said, ""I am very pleased. How many sacred Buddhas and shrines are there in the capital, and yet you went to the shrine I revere and made a vow. That is most pleasing. If you are so determined, I will let you take the place of my eldest son, the Minister of the Left, and surpass my second son, the Minister of the Right, and make you the Minister of the Left."""
1023,27,琵琶、琴ひき、神樂、舞歌ひなど遊ければ、實定卿も面白き事におぼしめし、神明法樂の爲に今樣、朗詠歌ひ、風俗、催馬樂などありがたき郢曲どもありけり。,"With the playing of the biwa, the koto, the performance of the Shinto dance, and the singing of songs, Sadatane found it very enjoyable, and there were many delightful songs and dances, including the Wind and Horse music and other traditional pieces."
1024,27,徳大寺の邸へ入させ給ひて、樣々にもてなし、樣々の御引出物共たうでかへされけり。,"The attendants, having traveled this far, wondered how they should proceed to visit the Lord of the Great Minister, so they went to the Western Eight Streets."
1025,27,重兼涙をはら／＼と流いて申けるは、「君の御出家候なば、御内の上下皆惑者に成候ひなんず。重兼、珍い事をこそ案出して候へ。譬ば安藝の嚴島をば、平家斜ならず崇敬はれ候に、何かは苦しう候べき、彼宮へ御參あり、御祈誓候へかし。七日計御參籠候はゞ、彼社には内侍とて、優なる舞姫共おほく候。珍しう思參せて、持成參せ候はんずらん。何事の御祈誓に御參籠候やらんと申候はば、有の儘に仰候へ。さて御上の時御名殘惜みまゐらせ候はんずらん。むねとの内侍共召具して都迄御上候へ。都へ上なば、西八條へぞ參候はんずらん。『徳大寺殿は何事の御祈誓に嚴島へは參らせ給ひたりけるやらん。』と尋られ候はゞ内侍共有の儘に申候はむずらん。入道相國はことに物めでし給ふ人にて、我崇め給ふ御神へ參て、祈申されけるこそ嬉しけれとて、好き樣なる計ひもあんぬと覺え候。」と申ければ徳大寺殿、「是こそ思ひも寄ざりつれ。ありがたき策かな。軈て參む。」とて、俄に精進始めつゝ、嚴島へぞ參られける。,"Shigekane, with tears streaming down his face, said, ""If you become a monk, all the people in your household will be in confusion. Shigekane, I have thought of a most unusual plan. For example, the shrine at Ise, which is not under the Heike, is greatly revered. Perhaps you could go there, make a vow, and stay there for seven days. At that shrine, there are many skilled dancers among the attendants. It would be quite a rare and impressive sight for them to see you go there and make a vow. If you say that you are going there for a certain vow, they will surely tell you the truth. Then, when you leave, you can be accompanied by the attendants to the capital. Once you arrive in the capital, you should go to the Western Eight Streets. When they ask, 'What vow did the Lord of Daidairi make to go to Ise?' the attendants will simply tell the truth. Since the retired Emperor is a man who greatly enjoys such things, it would be very pleasing for him to see you go to the shrine you revere and make a vow. I believe he would be very pleased with this plan."" Hearing this, Lord Daidairi said, ""This is indeed a plan I had not considered. It is a most generous idea. I will go there soon."""
1026,27,誠に彼宮には内侍とて優なる女共多かりけり。,"Indeed, at that shrine, there were many skilled women among the attendants."
1027,27,暇申けれども、さりとては餘に名殘の惜きに、今一日路、今二日路と仰られて都までこそ具せられけれ。,"When he entered the Daidairi residence, he was treated with great care, and various gifts were presented to him upon his return."
1028,27,」とぞ宣ける。,""""
1029,27,大納言、「神妙に參たり。餘りに何とやらん心細うて徒然なるに。」とぞ仰られける。,"The Great Minister said, ""You have come with great sincerity. It is so heart-wrenching that I feel a sense of helplessness and loneliness."""
1030,27,内侍共「當社へは、平家の公達こそ御參候ふに、この,"The attendants said, ""It is indeed rare for you, Lord of the Heike, to come to this shrine."""
1031,27,」と申ければ、「大將を人に越えられたる間、其祈の爲也。」とぞ被仰ける。,"After the seven days of seclusion, when he said his farewells to the Great Deity and returned to the capital, he was filled with lingering sorrow, and ten or so young attendants accompanied him on the journey for a day's travel."
1032,27,さて七日參籠畢て、大明神に暇申て都へ上らせ給ふに、名殘を惜み奉り、むねとの若き内侍十餘人、船押立て一日路を送り奉る。,"Even though he had said his farewells, because of the lingering sorrow, he was told that he should go for one day's journey, then two days' journey, and so on until he reached the capital."
1033,28,山門の騒動を靜られんが爲に、三井寺にて御灌頂は無りしか共、山上には堂衆學生、不快の事出來て、合戰度々に及ぶ。,"In order to calm the disturbance among the monks, the abhiseka at Sanjō-ji did not take place, but on the mountain, the hall monks and students became dissatisfied, and battles occurred repeatedly."
1034,28,毎度に學侶打落されて山門の滅亡、朝家の御大事とぞ見えし。,"Each time, the students were defeated, and the destruction of the main gate seemed to be a great matter for the imperial court."
1035,28,さりながらも猶本意なればとて、三井寺の公顯僧正を召具して、天王寺へ御幸なて、御智光院を建て、龜井の水を五瓶の智水として、佛法最初の靈地にてぞ、傳法灌頂は遂させましましける。,"Nevertheless, since this was still his intention, he summoned the monk Kōken Sōjō of Sanjō-ji, went to Tenmoku-ji, built the Temple of Wisdom Light, and took the water from Kurai as the five bottles of wisdom water, and at the sacred site where the Buddha's teachings first spread, he completed the transmission of the abhiseka."
1036,28,さる程に、法皇は三井寺の公顯僧正を御師範として、眞言の祕法を傳受せさせましけるが、大日經、金剛頂經、蘇悉地經、此三部の祕法を受させ給ひて、九月四日、三井寺にて御灌頂有るべしとぞ聞えける。,"To this extent, the Emperor had the monk Kōken Sōjō of Sanjō-ji appointed as his teacher, and had him transmit the esoteric teachings of Shingon. He received the secret teachings of the three scriptures: the Mahāvairocana Sutra, the Vajradhatu Sutra, and the Susiddhavidhi Sutra, and it was said that on the fourth day of the ninth month, he would perform the abhiseka ceremony at Sanjō-ji."
1037,28,今度はさり共と思ひけるに、大衆は官軍を先立てんとし、官軍は又大衆を先立てんと爭ふ程に心心にて、はか％＼しうも戰はず。,"Though this time it seemed as if they would fight, the monks wished to lead the imperial troops, while the imperial troops wished to lead the monks, and so they hesitated and did not fight."
1038,28,同九月廿日、辰の一點に大衆三千人、官軍二千餘騎、都合其勢五千餘人、早尾坂に押よせたり。,"On the twenty-first day of the ninth month, at the first hour of the day, three thousand monks and over two thousand imperial troops, totaling more than five thousand, advanced on Hayao-zaka."
1039,28,堂衆日來は東陽坊にありしが、近江の國三箇の庄に下向して、數多の勢を率し、又登山して、早尾坂に城をして立籠る。,"The hall monks had been staying at Tōyō-bō, but recently had descended to three villages in the province of Omi, led a large force, and ascended the mountain to build a fortress at Hayao-zaka."
1040,28,堂衆と申は、學生の所從なりける童部が法師に成たるや、若は中間法師原にてありけるが、金剛壽院の座主、覺尋權僧正治山の時より、三塔に結番して、夏衆と號して、佛に花進せし者共也。,"The hall monks are the students who, after completing their training as children, became monks. Some were in the intermediate monk class, and since the time of Kōgen Sōjō, the head of the Kōgō-ji temple, and Jakuken, the acting Sōjō, who governed the Three Towers, they had been grouped together as the summer monks, who offered flowers to the Buddha."
1041,28,是無益なりとて、御加行を結願しておぼしめし留らせ給ひぬ。,"Considering this to be futile, the Emperor made a vow to complete the additional practices and left it unresolved."
1042,28,山門の大衆憤申、「昔より御灌頂御受戒、皆當山にして遂させまします事先規也。就中に山王の化導は、受戒灌頂の爲なり。然るを今三井寺にて遂させましまさば、寺を一向燒拂ふべし。」とぞ申ける。,"The monks at the main gate protested, saying, ""Since ancient times, the abhiseka and precepts have been completed within this mountain, following the established rule. In particular, the guidance of the Mountain King is for the purpose of receiving precepts and abhiseka. If this is now to be completed at Sanjō-ji, we shall burn the temple to the ground."""
1043,28,これに依て太政入道院宣を承り、紀伊國の住人、湯淺權守宗重以下、畿内の兵二千餘騎、大衆に指,"Based on this, they received the imperial decree from the Dajō-kan, and men from the province of Kii, such as the governor of Yatsuhashi, Sōshirō, and over two thousand troops from the surrounding areas, were sent to attack the hall monks."
1044,28,添て、堂衆を攻らる。,They added to the forces and attacked the hall monks.
1045,28,近年行人とて、大衆をも事共せざりしが、かく度々の軍に打勝ぬ。,"In recent years, the monks had not considered the common people as important, yet they had defeated such frequent military forces."
1046,28,堂衆等師主の命を背いて、合戰を企つ、速に誅罰せらるべき由、大衆公家に奏聞し、武家へ觸訴ふ。,"The hall monks, defying their teacher's command, planned to fight, and the great monks informed the imperial court and petitioned the warrior class for punishment."
1047,28,欲心熾盛にして、死生不知の奴原なれば、我一人と思切て戰ふ程に、今度も又學生軍に負にけり。,"Because their desires are intense and they do not fear life or death, they fight as if they were alone, yet this time they were again defeated by the student army."
1048,28,堂衆に語ふ惡黨と云は、諸國の竊盗、強盗、山賊、海賊等也。,"The evil gang referred to as the ""Tōzō"" are thieves, robbers, mountain bandits, and sea pirates from various provinces."
1049,28,城の内より石弓弛懸たりければ、大衆官軍數を盡て討れにけり。,"Since the enemy had set up stone ballistae inside the fortress, the monks and imperial troops were all killed."
1050,29,震旦にも天台山、五臺山、白馬寺、玉泉寺も、今は住侶なく樣々に荒果て、大小乘の法門も、箱の底にや朽ぬらん。,"Even in our country, the seven great temples of Nanto have become desolate, and the eight and nine schools have disappeared entirely. Even Aotaka and Takao, which once had halls and pagodas standing side by side, became desolate overnight and turned into the dens of tengu."
1051,29,我朝にも南都七大寺荒果て、八宗九宗も跡絶え、愛宕高雄も昔は堂塔軒を竝たりしか共、一夜の中に荒にしかば、天狗の栖と成り果てぬ。,"Therefore, even the Tiantai teachings, which were once so prominent, have now perished by the time of the Jishō era, and it is no wonder that those with hearts full of sorrow lament this."
1052,29,退梵下乘,The stupa of the lower vehicle has only moss creeping on it and has tilted.
1053,29,三百餘歳の法燈を挑る人もなく、六時不斷の香の煙も、絶やしぬらん。,"No one remained to uphold the lamp of the Dharma for over three hundred years, and the incense smoke of the six times without interruption also ceased to rise."
1054,29,の卒都婆も苔のみむして傾きぬ。,"Even in the land of the East, the Tiantai Mountain, Wutai Mountain,白马 Temple, and Yüquan Temple now have no monks, and have become desolate in various ways. The teachings of the Hinayana and Mahayana also rot away in the bottom of boxes."
1055,29,祈りこし我立杣のひきかへて、人なき嶺となりや果なん。,"This is probably the prayer that the Transmission Master made to the Buddha of Anuttara Samyak Sambodhi when the mountain was first established, which he recalled and composed as a poem."
1056,29,離山しける僧の坊の柱に、歌をぞ一首書いたりける。,"I prayed, and now I return, but the mountain has become a lonely peak with no people."
1057,29,白鷺池には水絶て、草のみ深くしげれり。,"The White Egret Pond has no water, and only tall grasses grow thickly."
1058,29,遠く天竺に佛跡を弔へば、昔佛の法を説給ひし竹林精舎、給孤獨園も此比は狐狼野干の栖と成て、礎のみや殘るらん。,"If one looks far to the land of India to mourn the traces of the Buddha, then the ancient bamboo grove monastery where the Buddha once taught the Dharma, and the garden of the lone elder, have now become the dens of foxes and jackals, leaving only the foundations behind."
1059,29,夫末代の俗に至ては、三國の佛法も次第に衰微せり。,"As for the later generations, the Buddhist teachings of the Three Kingdoms gradually declined."
1060,29,夜の月燈を挑て檐の隙より漏り、曉の露珠を垂れて蓮座の粧を添とかや。,"The moonlight of the night pierced through the eaves and leaked through the gaps, and the morning dew dripped down, adorning the lotus seat."
1061,29,卯月は垂跡の月なれ共幣帛を捧る人もなし。,"The red jade walls of the shrine are desolate, and only the sacred ropes remain."
1062,29,さればにや、さしも止事無りつる天台の佛法も、治承の今に及で、亡果ぬるにやと、心有る人歎悲まずと云事なし。,A poem was written on the pillar of the temple of a monk who had left the mountain.
1063,29,され共今は供佛を嶺の嵐に任せ、金容を紅瀝に濡す。,"Yet now, they leave the offering of the Buddha to the mountain winds and let the golden radiance be stained by crimson dew."
1064,29,堂舎高く聳えて、三重の構を青漢の内に挿み、棟梁遙に秀て、四面の椽を白霧の間に懸たりき。,"The hall rose high, inserting its three-tiered structure into the blue sky. The ridgepole soared far, and the rafters of the four sides hung in the white mist."
1065,29,其後は山門彌荒はてゝ、十二禪衆の外は、止住の僧侶も稀なり、谷々の講演磨滅して、堂堂の行法も退轉す。,"After that, the mountain gate became desolate, and except for the twelve Zen monks, there were few monks remaining to reside. The teachings in the valleys were worn away, and the solemn practice of the Dharma also declined."
1066,29,八日は藥師の日なれども、南無と唱る聲もせず。,"Though the month of卯 is the month of the Buddha's descent, there is no one offering gifts or silk."
1067,29,四教五時の春の花も香はず、三諦即是の秋の月も曇れり。,"The spring flowers of the four teachings and five times no longer carried fragrance, and the autumn moon of the three truths being one also became obscured."
1068,29,修學の窓を閉ぢ、坐禪の床を空うせり。,They closed the windows of study and left the meditation seats empty.
1069,29,いと優うぞ聞えし。,"The eighth day is the day of the Medicine Buddha, yet there is no one chanting ""Namo."""
1070,29,是は傳教大師、當山草創の昔、阿耨多羅三藐三菩提の佛たちに、祈申されける事を、思ひ出て詠たりけるにや。,It was very beautiful to hear.
1071,30,ちやく手半の彌陀の三尊、閻浮提第一の靈像なり。,"The three Buddhas of Amitābha, half the size of a hand, are the most sacred image in阎浮提."
1072,30,其比善光寺炎上の由其聞あり。,There is a story of the fire at Hōkō-ji Temple.
1073,30,「王法盡んとては、佛法先亡ず。」といへり。,"""When the king's law is exhausted, the Buddha's law perishes first."" Thus was said."
1074,30,同三年三月上旬に信濃國の住人、麻績の本太善光と云者都へ上りたりけるに、彼如來に逢奉りたりけるに、軈ていざなひ參せて、晝は善光、如來を負奉り、夜は善光、如來に負はれ奉て、信濃國へ下り、水内郡に安置し奉しよりこのかた、星霜既に五百八十餘歳、炎上の例は是始とぞ承る。,"In the third year of the same era, in the early part of March, a man from Shinano Province named Honda Zenkō from Asahara ascended to the capital. He encountered the Buddha, was invited to pay homage, and during the day carried the Buddha, and at night was carried by the Buddha. He descended from the capital to Shinano Province, and placed the Buddha in the Shimo-nai District, and since then, more than five hundred and eighty years have passed, and this is the first instance of fire occurring."
1075,30,彼如來と申は昔天竺舎衞國に、五種の惡病起て、人多く滅しに月蓋長者が致請に依て、龍宮城より閻浮檀金を得て、釋尊、目連、長者心を一にして、鑄現し給へる一,"This Buddha, called Shakyamuni, was in the ancient land of Shvetadvipa in India, where five kinds of diseases arose and many people perished. At the request of the elder Monthai, the golden阎浮檀金 was obtained from the Dragon Palace, and with the united hearts of Shakyamuni, Maudgalyayana, and the elder, the image was cast."
1076,30,さればにや、さしも止事なかりつる靈山の多く滅失ぬるは、王法の末に成ぬる先表やらんとぞ申ける。,"Therefore, the many sacred mountains that have been destroyed must be a sign of the decline of the king's law, as it is said."
1077,30,常は金色の光を放たせましましければ、是に依て年號を、金光と號す。,"Ordinarily, it emitted golden light, and thus the era was named ""Kinkō"" (Golden Light) based on this."
1078,30,佛滅度の後、天竺に留らせ給ふ事、五百餘歳、佛法東漸の理にて、百濟國に移らせ給ひて、一千歳の後、百濟の帝齊明王、我朝の帝欽明天皇の御宇に及で、彼國より此國へ移らせ給ひて、攝津國難波の浦にして、星霜を送らせ給ひけり。,"After the Buddha's passing, the image remained in India for more than five hundred years. With the gradual spread of the Dharma to the East, it was moved to Baekje, and after a thousand years, during the reign of Emperor Kimmei of Japan, it was brought from Baekje to this country, and placed at the port of Naniwa in Settsu Province, where it remained through the passing of many years."
1079,31,日數積りて、裁更べき淨衣も無ければ、麻の衣を身に纏ひ、澤邊の水をこりにかいては、岩田川の清き流と思やり、高所に上ては、發心門とぞ觀じける。,"As days accumulated, lacking even the possibility of washing clean clothes, they wrapped themselves in hemp robes, washing in the stream's water, thinking of the clear flow of Iwata River, and ascending to high places, they gazed upon the Gate of Vows."
1080,31,瀧の音殊に凄じく、松風神さびたる栖、飛瀧權現の御座す那智の御山にもさも似たりけり。,"The sound of the waterfall was especially terrifying, the pine wind's eerie groan resembling the sacred dwelling of the deity at Nachi's mountain."
1081,31,二人は同じ心に、若熊野に似たる所やあると、島の内を尋廻るに、或は林塘の妙なる有り、紅錦繍の粧品々に、或は雲嶺の恠あり、碧羅綾の色一つに非ず。,"With the same intent, they searched the island for a place resembling Kumano. Some areas had gardens of remarkable beauty, adorned with red brocades, while others had strange clouds and peaks with colors unlike any silk."
1082,31,さる程に鬼界が島の流人共、露の命草葉の末に懸て、惜むべきとには有ね共、丹波少將の舅平宰相教盛の領、肥前國鹿瀬の庄より、衣食を常に送られければ、其にてぞ俊寛僧都も康頼も命を生て過しける。,"Thus, the exiles of the island of Onigashima, whose lives were as fleeting as dew upon the grass, though pitiable, were sustained by provisions sent regularly from the domain of Minister Kiyomori, father-in-law of Lord Tamba, from the village of Kase in Hizen Province, allowing both Shun'ei and Kiyotaka to live through those times."
1083,31,出家は本よりの望なりければ、つひにかくそむきはてける世の中を、とくすてざりし事ぞくやしき。,"Since taking monastic vows was his original wish, he did not resent the corrupt world that had come to be."
1084,31,丹波少將、康頼入道は、本より熊野信心の人なれば、如何にもして此島の内に熊野三所權現を勸請し奉て歸洛の事を祈申さばやと云に、僧都は天性不信第一の人にて是を用ゐず。,"Since Tamba Shogun and Kiyotaka Enryō were originally devotees of Kumano, they proposed that the three Kumano deities be enshrined within this island to pray for returning to Kyoto. However, Shun'ei, being naturally the most distrustful, did not employ this method."
1085,31,南を望めば、海漫々として、雲の波煙の浪深く、北を顧れば、,"Looking south, the sea stretched endlessly, its waves deep and its clouds like smoke; looking north,"
1086,31,「南無權現金剛童子、願は憐を垂させ御座して、故郷へかへし入させ給へ、妻子共をも今一度見せ給へ。」とぞ祈ける。,"""Namu Kumano Kongōdōji, please show mercy and allow me to return to my hometown, let me see my wife and children once more,"" they prayed."
1087,31,さてこそ、やがてそこをば那智の御山とは名附けれ。,"Thus, they named that place Nachi's Mountain."
1088,31,法名は性照とこそ附たりけれ。,His dharma name was given as Shōshaku.
1089,31,參る度毎には康頼入道、祝言を申に、御幣紙も無ければ、花を手折て捧つつ、とぞ康頼祝言をば申ける。,"Each time Kiyotaka offered prayers, lacking ritual paper, he plucked flowers and offered them, thus making his offerings."
1090,31,康頼は、流されける時、周防の室つみにて出家してけり。,"When Kiyotaka was exiled, he took monastic vows in the chamber of a woman in Suo Province."
1091,31,又山岳の峨々たるより、百尺の瀧水漲落たり。,The towering mountains bore a hundred-foot waterfall whose flow rose and fell.
1092,31,山の景色樹の木立に至る迄、外よりも猶勝れたり。,Even the mountain scenery and the groves of trees surpassed those elsewhere.
1093,31,此嶺は本宮、彼は新宮、是はそんぢやう其王子、彼王子など、王子々々の名を申て、康頼入道先達にて、丹波少將相具しつゝ、日ごとに熊野詣の眞似をして、歸洛の事をぞ祈ける。,"This peak is the main shrine, that is the new shrine, this is the prince's shrine, that prince's shrine, etc., naming the various princes. Kiyotaka, leading Tamba Shogun, imitated daily Kumano pilgrimages, praying for return to Kyoto."
1094,32,遙の叡聞に及で、法皇之を御覽じて、「あな無慚や、さればいまだこの者共は命の生て有にこそ。」と、御涙を流させ給ふぞ忝き。,"""Amazing,"" he said, placing it in his satchel and returning to the capital. When shown to Kōrai Nyūdō's wife and attendants, who lived in Shimoji, he said, ""Thus, this chozubō has traveled even to the Tang lands. Why has it come this far, only to stir such thoughts now?"" He wept bitterly."
1095,32,柿本人,"It was sent to the Minister of Sōma, who showed it to his father, the retired minister."
1096,32,文字をば彫入刻附たりければ、波にも洗はれず、あざあざとしてぞ見えける。,"Awakening to the profound reverence, he was engaged in the practice of Dharma, but as the sun set and the moon rose, the tide receded. In the swirling algae, he saw the shape of a chozubō. Interpreting it, he read, ""I am on the small island in the Satsunan Sea,"" the words inscribed."
1097,32,此僧何となき物語しけるに、「夫和光同塵の利生、樣々なりと申せども、如何なりける因縁を以て、此御神は海漫の鱗に縁をば結ばせ給ふらん。」と問奉る。,"There, a figure resembling a court official appeared, dressed in hunting clothes."
1098,32,爰に宮人とおぼしくて、狩衣裝束なる俗、一人出來たり。,"A monk connected to Kōrai Nyūdō, upon hearing of this, sought a way to reach the island and went on a pilgrimage to the West, first visiting Itsukushima."
1099,32,昔素盞嗚尊、三十一字の和歌を始めおき給しより以來、諸の神明佛陀も、彼詠吟を以て、百千萬端の思を述給ふ。,"The deity of Sumiyoshi thought of the longing for the shore, while the deity of Miwa pointed to the pine trees at the gate."
1100,32,住吉明神は、かたそぎの思をなし、三輪明神は、杉立る門をさす。,"Kaki no Hito thought of the boat returning to the island, while Yamabe Akahito gazed at the cranes in the reeds."
1101,32,入道も岩木ならねば、さすが哀げにぞ宣ひける。,"Since the time when the god Susanoo first composed a thirty-one syllable poem, all the deities and Buddhas have used poetry to express their myriad thoughts."
